E0000,SELL,helloiamivan,ETH,70.4872,505.0,5d,"07:52PM on June 17, 2018",1529265128.1501734,OPEN
E0001,SELL,helloiamivan,ETH,500.0,7458.0,5d,"08:00PM on June 17, 2018",1529265616.6543155,OPEN
E0002,BUY,helloiamivan,ETH,50.0,670.6276,5days,"08:02PM on June 17, 2018",1529265743.9954753,CANCELLED
E0003,BUY,benjiteo89,ETH,100.0,500.0,5 days,"06:29AM on June 18, 2018",1529303383.5912695,CANCELLED
E0004,BUY,helloiamivan,ETH,100.0,450.0,gtc,"06:23PM on July 22, 2018",1532283787.095649,OPEN
